"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"29WCSNW6","journalArticle","2013","Walker, James Alfred; Trefzer, Martin A.; Bale, Simon J.; Tyrrell, Andy M.","PAnDA: A Reconfigurable Architecture that Adapts to Physical Substrate Variations.","IEEE Transactions on Computers","","00189340","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=88781417&site=ehost-live","Field programmable gate arrays (FPGAs) are widely used in applications where online reconfigurable signal processing is required. Speed and function density of FPGAs are increasing as transistor sizes shrink to the nanoscale. As these transistors reduce in size intrinsic variability becomes more of a problem and to reliably create electronic designs according to specification time consuming statistical simulations become necessary; and even with accurate models and statistical simulation, the fabrication yield will decrease as every physical instance of a design behaves differently. This paper describes an adaptive, evolvable architecture that allows for correction and optimization of circuits directly in hardware using bioinspired techniques. Similar to FPGAs, the programmable analog and digital array (PAnDA) architecture introduced provides a digital configuration layer for circuit design. Accessing additional configuration options of the underlying analog layer enables continuous adjustment of circuit characteristics at runtime, which enables dynamic optimization of the mapped design's performance. Moreover, the yield of devices can be improved postfabrication via reconfiguration of the analog layer, which can overcome faults induced due to variability and process defects. Since optimization goals are generic, i.e., not restricted to reducing stochastic variability, power consumption or increasing speed, the same mechanisms can also enhance the device's fault tolerant abilities in the case of component degradation and failures during its lifetime or when exposed to hazardous environments. [ABSTRACT FROM AUTHOR]","2013-08","2020-12-18 00:00:48","2020-12-18 00:00:48","","1584-1596","","8","62","","IEEE Transactions on Computers","","","","","","","","","","","a9h","","EBSCOhost","","","","","","Transistors; Logic gates; Performance evaluation; Computer architecture; ADAPTIVE computing systems; adaptive hardware; APPLICATION software; bio-inspired algorithms; COMPUTER architecture; evolvable hardware; fault tolerance; FAULT tolerance (Engineering); Field programmable gate arrays; FIELD programmable gate arrays; intrinsic variability; Optimization; Random access memory; RANDOM access memory; Reconfigurable architectures; SIGNAL processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LHUSZXPI","journalArticle","2013","Woodyard, Catherine Dane; Hallam, Jeffrey S.; Bentley, John P.","Drinking Norms: Predictors of Misperceptions Among College Students.","American Journal of Health Behavior","","10873244","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=84362472&site=ehost-live","Objectives: To explore misperceptions and predictors of misperceptions of cel­ebration and general drinking norms. Participants were traditional college stu­dents (N=214). Methods: An online ques­tionnaire was developed to assess per­sonal drinking behavior and perceived drinking norms. Results: Significant misperceptions exist among students regarding their perception of the drink­ing patterns and behaviors displayed by peers in general and during celebration events. Overestimation is more preva­lent for celebration drinking than for drinking in general. The odds of being an overestimator are greater for out-of-state residents, frequent drinkers, and stu­dents with lower GPAs. Conclusions: Ef­fective strategies should be implemented to correct misperceptions. [ABSTRACT FROM AUTHOR]","2013-02-01","2020-12-18 00:00:48","2020-12-18 00:00:48","","14-24","","1","37","","American Journal of Health Behavior","","","","","","","","","","","a9h","","EBSCOhost","","","","","","UNITED States; HEALTH attitudes; CONFIDENCE intervals; DATA analysis; college students; COLLEGE students; RESEARCH funding; STATISTICS; ALCOHOL drinking; LOGISTIC regression analysis; alcohol; BEHAVIOR; celebration events; CULTURAL values; EPIDEMIOLOGY; HOLIDAYS; misperceptions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DHUZ7J5V","journalArticle","2012","Sarraf, Elie; Kansal, Ankit; Sharma, Mrigank; Cretu, Edmond","FPGA-based Novel Adaptive Scheme Using PN Sequences for Self-Calibration and Self-Testing of MEMS-based Inertial Sensors.","Journal of Electronic Testing","","09238174","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=83330434&site=ehost-live","We propose a novel adaptive technique based on pseudo-random (PN) sequences for self-calibration and self-testing of MEMS-based inertial sensors (accelerometers and gyroscopes). The method relies on using a parameterized behavioral model implemented on FPGA, whose parameters values are adaptively tuned, based on the response to test pseudo-random actuation of the physical structure. Dedicated comb drives actuate the movable mass with binary maximum length pseudo- random sequences of small amplitude, to keep the device within the linear operating regime. The frequency of the stimulus is chosen within the mechanical spectral operating range of the micro-device, such that the induced response leads to the identification of the mechanical transfer function, and to the tuning of the associated digital behavioral model. In case of a micro-gyroscope, experimental results demonstrate the adaptive tracking of the damping coefficient from 5.57 × 10  Kg/ s to 7.12 × 10  Kg/ s and of the stiffness coefficient from 132  N/ m to 137.7  N/ m. In the case of a MEMS accelerometer, the damping and stiffness coefficients are correctly tracked from 3.4 × 10  Kg/ s and 49.56  N/ m to 4.57 × 10  Kg/ s and 51.48  N/ m, respectively-the former values are designer-specified target values, while the latter are experimentally measured parameters for fabricated devices operating in a real environment. Hardware resources estimation confirms the small area the proposed algorithm occupies on the targeted FPGA device. [ABSTRACT FROM AUTHOR]","2012-10","2020-12-18 00:00:48","2020-12-18 00:00:48","","599-614","","5","28","","Journal of Electronic Testing","","","","","","","","","","","a9h","","EBSCOhost","","","","","","ADAPTIVE control systems; FIELD programmable gate arrays; Accelerometer; ACCELEROMETERS; FPGA; Gyroscope; Impulse-response; MEMS; MICROELECTROMECHANICAL systems; PN sequences; ROTATIONAL motion (Rigid dynamics); Self-calibration; Self-testing; STIFFNESS (Mechanics)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZKMDDEGN","journalArticle","2012","Cho, Janet; Zhu, Yunfeng; Lewkowicz, Karol; Lee, SungHee; Bergman, Theodore; Chaudhuri, Bodhisattwa","Solving granular segregation problems using a biaxial rotary mixer","Chemical Engineering & Processing","","02552701","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=76333809&site=ehost-live","Abstract: Granular mixing is a critical but poorly understood aspect in the manufacture of many industrial products, for example, pharmaceuticals, food, cosmetics, ceramics, fertilizer and polymers. The mixing and segregation phenomenon occur in most systems of granular solids and have a significant influence on the quality and outcome of the final product. The usual approach to mix the powders is by using a tumbling blender which rotates around one axis, where, the radial convection is reported to be faster than axial dispersion transport, hindering the mixing performance. A double cone mixer is fabricated which rotates around two axes, causing axial mixing competitive to its radial counterpart. Samples are collected intrusively using the discrete pocket samplers to quantify the characteristics of mixing for millimeter sized glass beads. Digital video recording and MATLAB based image analysis techniques are used for non-intrusive characterization of mixing in micron sized art sands. A parametric study of the effect of particle size, vessel speeds on the granular mixing is accomplished. Incorporation of dual axis rotation enhances axial mixing by 70–90% in comparison to single axis rotation. Particles of smaller sizes (art sand) tend to mix quicker than the bigger particles (glass beads) due to mild cohesive effects. [Copyright &y& Elsevier]","2012-08-07","2020-12-18 00:00:48","2020-12-18 00:00:48","","42-50","","","57/58","","Chemical Engineering & Processing","","","","","","","","","","","a9h","","EBSCOhost","","","","","","PARAMETER estimation; DISPERSION; GRANULAR materials; Granular mixing; Image analysis; MICROFABRICATION; PARTICLE size distribution; POLYMERS; Powder flow; Rotary mixer; Sampling; TRANSPORT theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K3789ECQ","journalArticle","2011","Toloşi, Laura; Lengauer, Thomas","Classification with correlated features: unreliability of feature ranking and solutions.","Bioinformatics","","13674803","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=62291384&site=ehost-live","Motivation: Classification and feature selection of genomics or transcriptomics data is often hampered by the large number of features as compared with the small number of samples available. Moreover, features represented by probes that either have similar molecular functions (gene expression analysis) or genomic locations (DNA copy number analysis) are highly correlated. Classical model selection methods such as penalized logistic regression or random forest become unstable in the presence of high feature correlations. Sophisticated penalties such as group Lasso or fused Lasso can force the models to assign similar weights to correlated features and thus improve model stability and interpretability. In this article, we show that the measures of feature relevance corresponding to the above-mentioned methods are biased such that the weights of the features belonging to groups of correlated features decrease as the sizes of the groups increase, which leads to incorrect model interpretation and misleading feature ranking.Results: With simulation experiments, we demonstrate that Lasso logistic regression, fused support vector machine, group Lasso and random forest models suffer from correlation bias. Using simulations, we show that two related methods for group selection based on feature clustering can be used for correcting the correlation bias. These techniques also improve the stability and the accuracy of the baseline models. We apply all methods investigated to a breast cancer and a bladder cancer arrayCGH dataset and in order to identify copy number aberrations predictive of tumor phenotype.Availability: R code can be found at: http://www.mpi-inf.mpg.de/~laura/Clustering.r.Contact: laura.tolosi@mpi-inf.mpg.deSupplementary information: Supplementary data are available at Bioinformatics online. [ABSTRACT FROM AUTHOR]","2011-07-15","2020-12-18 00:00:48","2020-12-18 00:00:48","","1986-1994","","14","27","","Bioinformatics","","","","","","","","","","","a9h","","EBSCOhost","","","","","","CORRELATION (Statistics); BIOINFORMATICS; LOGISTIC regression analysis; BLADDER cancer; BREAST cancer; GENOMICS; MEDICAL genetics; SUPPORT vector machines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XLJA4FE7","journalArticle","2011","Park, Chun Joo; Lee, Hyoung Koo; Song, William Y.; Achterkirchen, Thorsten Graeve; Kim, Ho Kyung","Defective pixel map creation based on wavelet analysis in digital radiography detectors","Nuclear Instruments & Methods in Physics Research Section A","","01689002","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=58538251&site=ehost-live","Abstract: The application of digital radiography detectors has attracted increasing attention in both medicine and industry. Since the imaging detectors are fabricated by semiconductor manufacturing process over large areas, defective pixels in the detectors are unavoidable. Moreover, the radiation damage due to the routine use of the detectors progressively increases the density of defective pixels. In this study, we present a method of identifying defective pixels in digital radiography detectors based on wavelet analysis. Artifacts generated due to wavelet transformations have been prevented by an additional local threshold method. The proposed method was applied to a sample digital radiography and the result was promising. The proposed method uses a single pair of dark and white images and does not require them to be corrected in gain-and-offset properties. This method will be helpful for the reliable use of digital radiography detectors through the working lifetime. [Copyright &y& Elsevier]","2011-04","2020-12-18 00:00:48","2020-12-18 00:00:48","","101-105","","1","634","","Nuclear Instruments & Methods in Physics Research Section A","","","","","","","","","","","a9h","","EBSCOhost","","","","","","COMPLEMENTARY metal oxide semiconductors; CMOS; Defective pixel map; Digital radiography; Flat-panel detector; IMAGE converters; MANUFACTURING processes; MATHEMATICAL transformations; MEDICAL digital radiography; Wavelet transformation; WAVELETS (Mathematics); X-ray","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3Z27XLYK","journalArticle","2011","Molina, E.; Cultrone, G.; Sebastián, E.; Alonso, F.J.; Carrizo, L.; Gisbert, J.; Buj, O.","The pore system of sedimentary rocks as a key factor in the durability of building materials","Engineering Geology","","00137952","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=59172944&site=ehost-live","Abstract: We studied the pore system of six different types of sedimentary stone (two limestones, two sandstones, one dolostone and one travertine). Techniques based on the direct observation of the pore system (optical and scanning electron microscopes, digital image analysis) were combined with others used for indirect characterization (mercury intrusion porosimetry, N2 adsorption, hydric tests, and vapour permeability). In addition, we performed accelerated decay tests to determine the durability of the stones and to check the consistency of the results obtained in the pore system study. Digital image analysis allowed us to calculate the pore size distribution and the total porosity. Digital image analysis always gave higher values for total porosity than those determined by porosimetry and hydric tests, which only measure open porosity. The density values were congruent with the mineralogy of the stones. The stone that obtained the best results in the various tests in terms of its petrophysical parameters was dolostone, while the worst performance was by one of the two limestones. These results were confirmed by the decay tests. The combined use of these different techniques gave us an accurate interpretation of the pore systems of the six different stones, and also enabled us to correct misleading interpretations caused by the limitations of using one single technique. Our findings also provide useful information to help prevent the decay of these stones. [Copyright &y& Elsevier]","2011-03-24","2020-12-18 00:00:48","2020-12-18 00:00:48","","110-121","","3/4","118","","Engineering Geology","","","","","","","","","","","a9h","","EBSCOhost","","","","","","MECHANICAL behavior of materials; PARTICLE size distribution; Accelerated decay tests; ACCELERATION (Mechanics); BUILDING material durability; DOLOMITE; IGNEOUS intrusions; PERFORMANCE evaluation; Pore system characterization; SCANNING electron microscopes; SEDIMENTARY rocks; Sedimentary stones","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J9ZIGL2N","journalArticle","2011","Candelori, A.; De Robertis, G.; Gabrielli, A.; Mattiazzo, S.; Pantano, D.; Ranieri, A.; Tessaro, M.","Latest results of SEE measurements obtained by the STRURED demonstrator ASIC","Nuclear Instruments & Methods in Physics Research Section A","","01689002","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=55673789&site=ehost-live","Abstract: With the perspective to develop a radiation-tolerant circuit for High Energy Physics (HEP) applications, a test digital ASIC VLSI chip, called STRURED, has been designed and fabricated using a standard-cell library of commercial 130nm CMOS technology by implementing three different radiation-tolerant architectures (Hamming, Triple Modular Redundancy and Triple Time Redundancy) in order to correct circuit malfunctions induced by the occurrence of Soft Errors (SEs). SEs are one of the main reasons of failures affecting electronic digital circuits operating in harsh radiation environments, such as in experiments performed at HEP colliders or in apparatus to be operated in space. In this paper we present and discuss the latest results of SE cross-section measurements performed using the STRURED digital device, exposed to high energy heavy ions at the SIRAD irradiation facility of the INFN National Laboratories of Legnaro (Padova, Italy). In particular the different behaviors of the input part and the core of the three radiation-tolerant architectures are analyzed in detail. [ABSTRACT FROM AUTHOR]","2011-01-11","2020-12-18 00:00:48","2020-12-18 00:00:48","","82-89","","","626-627","","Nuclear Instruments & Methods in Physics Research Section A","","","","","","","","","","","a9h","","EBSCOhost","","","","","","DIGITAL electronics; COMPLEMENTARY metal oxide semiconductors; MICROFABRICATION; APPLICATION-specific integrated circuits; CMOS integrated circuits; PARTICLES (Nuclear physics); PHYSICS laboratories; Radiation hardening; RADIATION hardening (Electronics); Single Event Effects; Soft Errors; VERY large scale circuit integration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3P4Q93Z3","journalArticle","2010","Mir, FarooqAhmad; Banday, MohamadTariq","Control of spam: a comparative approach with special reference to India.","Information & Communications Technology Law","","13600834","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=50038385&site=ehost-live","Spam and other related online threats are a real concern to all Internet users as they can lead to online fraud involving counterfeit websites, the theft of personal data such as credit card information, personal information through illicit access to computer systems and false or misleading representations in the market place. These are not imaginary threats but are supported by empirical evidence. This wastes time to users opening spam with misleading subject lines, wastes Internet resources trying to block it, consumes storage and bandwidth, and costs money in fighting it. E-commerce cannot flourish in an uncertain environment where security of personal data is not guaranteed. With the aim of boosting confidence in online commerce and protecting the interests of consumers, governments have introduced anti-spam legislation to protect consumers and businesses. This legislation has introduced different parameters. However, legislation alone cannot prevent spam. It is to be combined with technological measures. There is no separate legislation in India to deal with this problem. This paper analyses technological solutions and legal measures in the light of trans-national developments to provide background for any judicial decision making or legislative policy in India. [ABSTRACT FROM AUTHOR]","2010-03","2020-12-18 00:00:48","2020-12-18 00:00:48","","27-59","","1","19","","Information & Communications Technology Law","","","","","","","","","","","a9h","","EBSCOhost","","","","","","COMPUTER network resources; INTERNET users; anti-spam laws; anti-spam procedures; anti-spam protocols; antispam laws; autonomy theory; CONSUMER confidence; CUSTOMER satisfaction; ELECTRONIC commerce; home theory; INDIA; spam; SPAM email; spam filters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4RV8BNSD","journalArticle","2011","Francl, Michelle","Blogging on the sidelines.","Nature Chemistry","","17554330","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=58536993&site=ehost-live","The article discusses the author's views on the importance of science blogging in relation to the bloggers' position in scientific literature. The author contends that the said bloggers should not be downgraded to the by-line of scientific writing as science blogging is considered as a significant final step of the scientific process. The author further cites that science blogs are a speedy means towards propagation and presentation of scientific information. Furthermore, the author suggests that scientists must read such blogs to counteract any misconception about science blogging as a political rant and an uninformed pseudoscience.","2011-03","2020-12-18 00:00:49","2020-12-18 00:00:49","","183-184","","3","3","","Nature Chemistry","","","","","","","","","","","a9h","","EBSCOhost","","Publisher: Springer Nature","","","","SOCIAL media; SELECTIVE dissemination of information; SCIENTISTS; SCIENTIFIC literature; BLOGS; PSEUDOSCIENCE; INFORMATION services; SCIENCE writers; SCIENTISTS' writings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KVF7YEGU","journalArticle","2013","Rickards, Lesley; Brown, Juan; Hibbert, Angela; Woodworth, Philip; Plater, Andrew","Comment on 'Use of local tidal records to identify relative sea level change: accuracy and error for decision makers' by Powell VA, McGlashan DJ, Duck RW (2012) J Coast Conserv.","Journal of Coastal Conservation (Springer Science & Business Media B.V.)","","14000350","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=90146748&site=ehost-live","In this Comment we refer to our strong reservations concerning the paper by Powell et al. J Coast Conserv, () recently published on the Online First web site of the Journal of Coastal Conservation. The paper makes a number of comments on data obtained from the Permanent Service for Mean Sea Level (PSMSL) and British Oceanographic Data Centre (BODC) which are incorrect or misleading. In addition, some of their comments on sea-level science in general need to be challenged and corrected. [ABSTRACT FROM AUTHOR]","2013-09","2020-12-18 00:00:49","2020-12-18 00:00:49","","691-693","","3","17","","Journal of Coastal Conservation (Springer Science & Business Media B.V.)","","","","","","","","","","","a9h","","EBSCOhost","","","","","","ONLINE information services; ABSOLUTE sea level change; COASTAL biodiversity conservation; COASTAL ecosystem health; MARINE resources conservation; OCEANOGRAPHY; UK and International Tide Gauge Data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QKRB8A52","journalArticle","2011","Tirkkonen, Päivi; Luoma-aho, Vilma","Online authority communication during an epidemic: A Finnish example","Public Relations Review","","03638111","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=59925858&site=ehost-live","Abstract: Social media are creating new challenges for authority communications during crises, such as a pandemic. This study examined Finnish citizens’ opinions about authorities as crisis managers during the swine flu epidemic of 2009–2010 and examined the success of authority intervention to online discussion forums. Through a content analysis carried out at the discussion forums, the study showed that though authorities are highly trusted in general in Finland, this trust is not extended to the online environment. Online, civilians did not trust authorities and the protective actions taken. Moreover, the authorities’ intervention to the discussion forums aimed at correcting false information and shaping opinions seemed to fail, as the intervention was carried out too late and with too little resources. The paper calls for more proactive authority communication that would establish a dialogue with citizens before a crisis to ensure credibility during difficult times. [Copyright &y& Elsevier]","2011-06","2020-12-18 00:00:49","2020-12-18 00:00:49","","172-174","","2","37","","Public Relations Review","","","","","","","","","","","a9h","","EBSCOhost","","","","","","SOCIAL media; PANDEMICS; EPIDEMICS; CONTENT analysis; ONLINE information services; CRISIS management; Authority communications; Crisis; Dialogue; FINLAND; FORUMS; Online discussion forums","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KB37KW5A","journalArticle","2011","Corn, David","BULLIED PULPIT.","Mother Jones","","03628841","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=60016644&site=ehost-live","In this article, the author discusses the difficulties facing the administration of U.S. President Barack Obama in discrediting misinformation about its 2009 health care proposal. According to the author, the frequent repetition of a phrase suggested by Republican Party consultant Frank Luntz overwhelmed the administration's efforts to counter it through public appearances, social media, and independent fact-checking organizations. The role of the Internet in politics is also discussed.","2011-06-05","2020-12-18 00:00:49","2020-12-18 00:00:49","","30-31","","3","36","","Mother Jones","","","","","","","","","","","a9h","","EBSCOhost","","Publisher: Foundation for National Progress","","","","UNITED States; HEALTH care reform in mass media; INTERNET & politics; LUNTZ, Frank; OBAMA, Barack, 1961-; PUBLIC relations & politics; TRUTHFULNESS & falsehood; UNITED States -- Politics & government -- 2009-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZFWTUGWW","journalArticle","2018","Hugh Dickinson; Lucy Fortson; Chris Lintott; Claudia Scarlata; Kyle Willett; Steven Bamford; Melanie Beck; Carolin Cardamone; Melanie Galloway; Brooke Simmons; William Keel; Sandor Kruk; Karen Masters; Mark Vogelsberger; Paul Torrey; Gregory F. Snyder","Galaxy Zoo: Morphological Classification of Galaxy Images from the Illustris Simulation.","Astrophysical Journal","","0004637X","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=127791445&site=ehost-live","Modern large-scale cosmological simulations model the universe with increasing sophistication and at higher spatial and temporal resolutions. These ongoing enhancements permit increasingly detailed comparisons between the simulation outputs and real observational data. Recent projects such as Illustris are capable of producing simulated images that are designed to be comparable to those obtained from local surveys. This paper tests the degree to which Illustris achieves this goal across a diverse population of galaxies using visual morphologies derived from Galaxy Zoo citizen scientists. Morphological classifications provided by these volunteers for simulated galaxies are compared with similar data for a compatible sample of images drawn from the Sloan Digital Sky Survey (SDSS) Legacy Survey. This paper investigates how simple morphological characterization by human volunteers asked to distinguish smooth from featured systems differs between simulated and real galaxy images. Significant differences are identified, which are most likely due to the limited resolution of the simulation, but which could be revealing real differences in the dynamical evolution of populations of galaxies in the real and model universes. Specifically, for stellar masses , a substantially larger proportion of Illustris galaxies that exhibit disk-like morphology or visible substructure, relative to their SDSS counterparts. Toward higher masses, the visual morphologies for simulated and observed galaxies converge and exhibit similar distributions. The stellar mass threshold indicated by this divergent behavior confirms recent works using parametric measures of morphology from Illustris simulated images. When , the Illustris data set contains substantially fewer galaxies that classifiers regard as unambiguously featured. In combination, these results suggest that comparison between the detailed properties of observed and simulated galaxies, even when limited to reasonably massive systems, may be misleading. [ABSTRACT FROM AUTHOR]","2018","2020-12-18 00:00:49","2020-12-18 00:00:49","","1-1","","2","853","","Astrophysical Journal","","","","","","","","","","","a9h","","EBSCOhost","","","","","","SIMULATION methods & models; ASTRONOMICAL observations; CLASSIFICATION of galaxies; SLOAN Digital Sky Survey; STELLAR populations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LEZ2NDKT","journalArticle","2011","De Robertis, G.; Ranieri, A.; Gabrielli, A.; Candelori, A.; Mattiazzo, S.; Pantano, D.; Tessaro, M.","Heavy-Ions induced SEE effects measurements for the STRURED ASIC","Nuclear Physics B  Proceedings Supplement","","09205632","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=61464883&site=ehost-live","With the aim of developing a radiation-tolerant circuit, a digital test microelectronic device has been designed and fabricated by using a standard-cell library of a 130-nm CMOS technology, including three different architectures to correct circuit malfunctions induced by the occurrence of Single-Event Effects (SEEʼs). SEEʼs are one of the main reasons of failures affecting electronic circuits operating in harsh radiation environments, such as in experiments performed at High Energy Physics (HEP) colliders or in apparatus to be operated in Space. On the same digital circuit specifically designed, three redundant architectures added to a basic scheme have been implemented in order to evaluate their effectiveness to prevent SEE. This may give an indication on their usage in future digital circuits specifically designed for the above mentioned applications. We present the results of SEE cross section measurements performed on a test digital device exposed to a high energy heavy ion beam at the SIRAD irradiation facility of the INFN National Laboratories of Legnaro (Padova Italy). [ABSTRACT FROM AUTHOR]","2011-06","2020-12-18 00:00:49","2020-12-18 00:00:49","","333-336","","1","215","","Nuclear Physics B  Proceedings Supplement","","","","","","","","","","","a9h","","EBSCOhost","","","","","","ELECTRONIC circuits; COMPLEMENTARY metal oxide semiconductors; PARTICLES (Nuclear physics); HEAVY ions; ION bombardment; MICROELECTRONICS; RADIATION; STANDARD cells","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7F5MPHEQ","journalArticle","2017","Parikshit Sahatiya; Sushmee Badhulika","Strain-modulation-assisted enhanced broadband photodetector based on large-area, flexible, few-layered Gr/MoS2 on cellulose paper.","Nanotechnology","","09574484","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=125792174&site=ehost-live","Electronic structure and carrier behavior in semiconductor junctions can be effectively modulated on the application of strain. This work represents the first demonstration of a large-area, flexible, paper-based graphene-molybdenum disulfide (Gr/MoS2) broadband photodetector using a low-cost solution-processed hydrothermal method and enhancement in photodetection through strain modulation by assembling the device on polydimethylsiloxane. Optimization, in terms of process parameters, was carried out to obtain trilayer MoS2 over Gr-cellulose paper. Under strain, potential barrier variation and piezopotential induced in MoS2 leads to 79.41% enhancement in photodetection in the visible region. Piezopotential induced in MoS2 lowers the conduction-band energy thereby increasing the effective electric field favoring easy electron-hole separation. The advantage of vertically stacked Gr/MoS2 for the photodetector is the utilization of the entire area as a junction where effective separation of electron-hole pairs occurs. Detailed studies of the mechanism in terms of potential barrier variation in Gr/MoS2 and an energy-band diagram are presented to help understand the proposed phenomenon. The present work demonstrates the significance of few-layer MoS2 or Gr in relation to strain-modulated photosensing in comparison to their counterparts grown via chemical vapor deposition. The results provide an excellent approach for the fabrication of low-cost heterojunctions for improved optoelectronic performance, which can be further extended to similar 2D-material heterojunctions for analog, digital and optoelectronic applications. [ABSTRACT FROM AUTHOR]","2017-11-10","2020-12-18 00:00:49","2020-12-18 00:00:49","","1-1","","45","28","","Nanotechnology","","","","","","","","","","","a9h","","EBSCOhost","","","","","","ELECTRONIC structure; PHOTODETECTORS; POLYDIMETHYLSILOXANE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EHNJHT8Q","journalArticle","2011","Ahmad, Isthiaq; Suits, Frank; Hoekman, Berend; Swertz, Morris A.; Byelas, Heorhiy; Dijkstra, Martijn; Hooft, Rob; Katsubo, Dmitry; van Breukelen, Bas; Bischoff, Rainer; Horvatovich, Peter","A high-throughput processing service for retention time alignment of complex proteomics and metabolomics LC-MS data.","Bioinformatics","","13674803","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=59962188&site=ehost-live","Summary: Warp2D is a novel time alignment approach, which uses the overlapping peak volume of the reference and sample peak lists to correct misleading peak shifts. Here, we present an easy-to-use web interface for high-throughput Warp2D batch processing time alignment service using the Dutch Life Science Grid, reducing processing time from days to hours. This service provides the warping function, the sample chromatogram peak list with adjusted retention times and normalized quality scores based on the sum of overlapping peak volume of all peaks. Heat maps before and after time alignment are created from the arithmetic mean of the sum of overlapping peak area rearranged with hierarchical clustering, allowing the quality control of the time alignment procedure. Taverna workflow and command line tool are provided for remote processing of local user data.Availability: online data processing service is available at http://www.nbpp.nl/warp2d.html. Taverna workflow is available at myExperiment with title ‘2D Time Alignment—Webservice and Workflow’ at http://www.myexperiment.org/workflows/1283.html. Command line tool is available at http://www.nbpp.nl/Warp2D_commandline.zip.Contact: p.l.horvatovich@rug.nlSupplementary information: Supplementary data are available at Bioinformatics online. [ABSTRACT FROM AUTHOR]","2011-04-15","2020-12-18 00:00:49","2020-12-18 00:00:49","","1176-1178","","8","27","","Bioinformatics","","","","","","","","","","","a9h","","EBSCOhost","","","","","","QUALITY control; MASS spectrometry; CHROMATOGRAMS; ELECTRONIC data processing; LIFE sciences; LIQUID chromatography; PROTEOMICS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
