Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Lee B., Ahn S.H., Kim H., Han Y., Huh S.J., Kim J.S., Kim D.W., Sim J., Yoon M.","57213195001;35084865900;57191718111;55544695000;7101832922;56071876500;56109803100;57188921117;16679959300;","Feasibility study of patient-specific quality assurance system for high-dose-rate brachytherapy in patients with cervical cancer",2016,"Journal of the Korean Physical Society","68","8",,"1029","1036",,,"10.3938/jkps.68.1029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964311344&doi=10.3938%2fjkps.68.1029&partnerID=40&md5=c8cfb5f6f734594c3b8f6f7e7812e849","Department of Bio-convergence Engineering, Korea University, Seoul, 02841, South Korea; Department of Radiation Oncology, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, 06351, South Korea; Department of Radiation Oncology, Yonsei University College of Medicine, Yonsei Cancer Center, Seoul, 03722, South Korea; Department of Radiation Oncology, Kyung Hee University Hospital at Gangdong, Seoul, 05278, South Korea; Department of Bio-convergence Engineering, Korea University, Seoul, 02841, South Korea","Lee, B., Department of Bio-convergence Engineering, Korea University, Seoul, 02841, South Korea, Department of Radiation Oncology, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, 06351, South Korea; Ahn, S.H., Department of Radiation Oncology, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, 06351, South Korea; Kim, H., Department of Radiation Oncology, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, 06351, South Korea; Han, Y., Department of Radiation Oncology, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, 06351, South Korea; Huh, S.J., Department of Radiation Oncology, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, 06351, South Korea; Kim, J.S., Department of Radiation Oncology, Yonsei University College of Medicine, Yonsei Cancer Center, Seoul, 03722, South Korea; Kim, D.W., Department of Radiation Oncology, Kyung Hee University Hospital at Gangdong, Seoul, 05278, South Korea; Sim, J., Department of Bio-convergence Engineering, Korea University, Seoul, 02841, South Korea; Yoon, M., Department of Bio-convergence Engineering, Korea University, Seoul, 02841, South Korea","This study was conducted for the purpose of establishing a quality-assurance (QA) system for brachytherapy that can ensure patient-specific QA by enhancing dosimetric accuracy for the patient’s therapy plan. To measure the point-absorbed dose and the 2D dose distribution for the patient’s therapy plan, we fabricated a solid phantom that allowed for the insertion of an applicator for patient-specific QA and used an ion chamber and a film as measuring devices. The patient treatment plan was exported to the QA dose-calculation software, which calculated the time weight of dwell position stored in the plan DICOM (Digital Imaging and Communications in Medicine) file to obtain an overall beam quality correction factor, and that correction was applied to the dose calculations. Experiments were conducted after importing the patient’s treatment planning source data for the fabricated phantom and inserting the applicator, ion chamber, and film into the phantom. On completion of dose delivery, the doses to the ion chamber and film were checked against the corresponding treatment plan to evaluate the dosimetric accuracy. For experimental purposes, five treatment plans were randomly selected. The beam quality correction factors for ovoid and tandem brachytherapy applicators were found to be 1.15 and 1.10 − 1.12, respectively. The beam quality correction factor in tandem fluctuated by approximately 2%, depending on the changes in the dwell position. The doses measured by using the ion chamber showed differences ranging from −2.4% to 0.6%, compared to the planned doses. As for the film, the passing rate was 90% or higher when assessed using a gamma value of the local dose difference of 3% and a distance to agreement of 3 mm. The results show that the self-fabricated phantom was suitable for QA in clinical settings. The proposed patient-specific QA for the treatment planning is expected to contribute to reduce dosimetric errors in brachytherapy and, thus, to enhancing treatment accuracy. © 2016, The Korean Physical Society.","Applicator; Brachytherapy; Patient-specific QA; Phantom",,Article,"Final","",Scopus,2-s2.0-84964311344
"Marques L.M.S., D'Almeida G.N., Cabral J.","57189349426;57214042993;57189353446;","""Two-step"" technique with OsiriX™ to evaluate feasibility of C2 pedicle for surgical fixation",2016,"Journal of Craniovertebral Junction and Spine","7","2",,"75","81",,2,"10.4103/0974-8237.181826","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969668365&doi=10.4103%2f0974-8237.181826&partnerID=40&md5=7d26eb96d864a9bbdb4c15d7ecf73163","Department of Neurosurgery, Egas Moniz Hospital, Rua da Junqueira, No. 126, Lisbon, 1349-019, Portugal","Marques, L.M.S., Department of Neurosurgery, Egas Moniz Hospital, Rua da Junqueira, No. 126, Lisbon, 1349-019, Portugal; D'Almeida, G.N., Department of Neurosurgery, Egas Moniz Hospital, Rua da Junqueira, No. 126, Lisbon, 1349-019, Portugal; Cabral, J., Department of Neurosurgery, Egas Moniz Hospital, Rua da Junqueira, No. 126, Lisbon, 1349-019, Portugal","Background: Surgical treatment of craniovertebral junction pathology has evolved considerably in recent decades with the implementation of short atlanto-axial fixation techniques, notwhithstanding increasing neurovascular risks. Also, there is strong evidence that fixation of C2 anatomical pedicle has the best biomechanical profile of the entire cervical spine. However, it is often difficult and misleading, to evaluate anatomical bony and vascular anomalies using the three orthogonal planes (axial, coronal, and sagittal) of CT. Objectives: The authors describe an innovative and simple technique to evaluate the feasibility of C2 pedicle for surgical screw fixation using preoperative planning with the free DICOM (Digital Imaging and Communications in Medicine) software OsiriX ™. Materials and Methods: The authors report the applicatin of this novel technique in 5 cases (3 traumatic, 1 Os Odontoideum, and 1 complex congenital malformation) collected from our general case series of the Department in the last 5 years. Results: In this ""proof of concept"" study, the pre-operative analysis with the ""two-step"" tecnique was detrimental for choosing the surgical tecnique. Detailed post-operative analysis confirmed correct position of C2 screws without cortical breach. There were no complications or mortality reported. Conclusion: This ""two-step"" technique is an easy and reliable way to determine the feasibility of C2 pedicle for surgical fixation. The detailed tridimensional radiological preoperative evaluation of craniovertebral junction anatomy is critical to the sucess and safety of this surgeries, and can avoid, to certain degree, expensive intra-operative tridimensional imaging facilities. © 2016 Journal of Craniovertebrol Junction and Spine.","C2 pedicle; multi-planar reformatting (MPR); OsiriX ™","adult; aged; Article; atlantoaxial dislocation; C2 pedicle; cervical spine fracture; clinical article; computer assisted tomography; computer program; digital imaging and communications in medicine; feasibility study; female; human; image reconstruction; male; middle aged; neck pain; odontoid process; odontoid process fracture; pedicle screw; priority journal; quadriplegia; second cervical vertebra; spine stabilization; surgical technique; vertebra malformation; very elderly",Article,"Final","",Scopus,2-s2.0-84969668365
"Kim D., Park S., Lee M., Nah S., Song M.","57216284453;57191670660;55913448200;16679661600;7401474483;","An 8-bit 2 GS/s 80 mW high accurate CMOS folding A/D converter with a symmetrical zero-crossing technique",2016,"Analog Integrated Circuits and Signal Processing","86","3",,"407","415",,4,"10.1007/s10470-016-0693-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961286038&doi=10.1007%2fs10470-016-0693-5&partnerID=40&md5=caac49f1447ea266abe8d19f44e23a20","Department of Semiconductor Science, Dongguk University, Seoul, South Korea; Hanwha Thales. Co. Ltd, Yongin, South Korea; Agency for Defense Development, Daejeon, South Korea","Kim, D., Department of Semiconductor Science, Dongguk University, Seoul, South Korea; Park, S., Department of Semiconductor Science, Dongguk University, Seoul, South Korea; Lee, M., Hanwha Thales. Co. Ltd, Yongin, South Korea; Nah, S., Agency for Defense Development, Daejeon, South Korea; Song, M., Department of Semiconductor Science, Dongguk University, Seoul, South Korea","An 8-bit 2 GS/s 80 mW low power and high accurate CMOS folding A/D converter with a 45 nm CMOS process is described. In order to improve the non-linearity error of a conventional folding amplifier, a new symmetrical zero-crossing technique is proposed. Further, a digital error correction logic to rectify the distortion errors of analog blocks is also discussed. The proposed chip has been fabricated with 1.2 V 45 nm Samsung CMOS technology. The effective chip area is 1.98 mm2 and the power dissipation is about 80 mW. The measured result of SNDR is about 38 dB, when the input frequency is 1 GHz at the sampling frequency of 2 GS/s. The measured INL is within +2.5 LSB/−2.0 LSB and DNL is within +1.0 LSB/−1.0 LSB. © 2016, Springer Science+Business Media New York.","Digital error correction logic; High accurate folding A/D converter; Symmetrical zero-crossing technique","CMOS integrated circuits; Computer circuits; Error correction; CMOS technology; Digital error corrections; Distortion errors; Folding A/D converters; Measured results; Non-linearity errors; Sampling frequencies; Zero crossing technique; Analog to digital conversion",Article,"Final","",Scopus,2-s2.0-84961286038
"Kosuge A., Okada A., Taguchi M., Ishikuro H., Kuroda T.","55210100200;56110074600;55488995500;6701755380;7402298144;","A 280 Mb/s In-Vehicle LAN System Using Electromagnetic Clip Connector and High-EMC Transceiver",2016,"IEEE Transactions on Circuits and Systems I: Regular Papers","63","2", 7390238,"265","275",,1,"10.1109/TCSI.2015.2512709","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961369892&doi=10.1109%2fTCSI.2015.2512709&partnerID=40&md5=f77b6d115afe4858c9bd8cdbc4bcfb8f","Department of Electronics and Electrical Engineering, Keio University, Yokohama, 223-8522, Japan","Kosuge, A., Department of Electronics and Electrical Engineering, Keio University, Yokohama, 223-8522, Japan; Okada, A., Department of Electronics and Electrical Engineering, Keio University, Yokohama, 223-8522, Japan; Taguchi, M., Department of Electronics and Electrical Engineering, Keio University, Yokohama, 223-8522, Japan; Ishikuro, H., Department of Electronics and Electrical Engineering, Keio University, Yokohama, 223-8522, Japan; Kuroda, T., Department of Electronics and Electrical Engineering, Keio University, Yokohama, 223-8522, Japan","A 280 Mb/s non-contact in-vehicle LAN system using electromagnetic clip connectors is presented. The bidirectional transmission line coupler based electromagnetic clip connector, which can be used to make local area network connections similar to clips, suppresses the signal reflections on the bus enabling 280 Mb/s data rate which is 7 times faster than the state-of-the-art in-vehicle LAN transceiver. Since all modules are connected with the shortest distance, this connection system can reduce wire harness weight by 30%. Forward error correction is done by N-x Manchester encoding on the transmitter side and majority voting on the receiver side. High noise immunity is achieved through synchronous receiving by the digital clock recovery circuit which is robust against noise. Communication tests were conducted at 280 Mb/s with 10 transceivers fabricated in 65 nm CMOS technology connected by a 10 m unshielded twisted pair cable. Evaluation of the bit error rate and radiation spectrum confirmed that the ISO specifications concerning electromagnetic susceptibility and the CISPR ones concerning electromagnetic interference are satisfied. © 2015 IEEE.","Electromagnetic coupling; EMC; encoding; in-vehicle LAN; noise; Transceivers","Bit error rate; CMOS integrated circuits; Electromagnetic pulse; Error correction; Local area networks; Magnetic susceptibility; Optical communication; Transceivers; Vehicle transmissions; Vehicles; 65 nm CMOS technologies; Bi-directional transmissions; Communication test; Electromagnetic susceptibilities; Network connection; Radiation spectra; Signal reflection; Unshielded twisted pairs; Electromagnetic compatibility",Article,"Final","",Scopus,2-s2.0-84961369892
"Meng Q., Zhang N., Zhao X., Li F., Guan X.","55724013300;57161670600;56595796600;57195460566;57195459592;","The governance strategies for public emergencies on social media and their effects: A case study based on the microblog data",2016,"Electronic Markets","26","1",,"15","29",,15,"10.1007/s12525-015-0202-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978602950&doi=10.1007%2fs12525-015-0202-1&partnerID=40&md5=c7c06228dcca66d9baf3bd518db8be33","School of Public Policy and Management, Tsinghua University, Beijing, 100084, China; China Mobile University, Beijing, 102200, China; School of Public Policy and Management, University of Chinese Academy of Sciences, Beijing, 100049, China","Meng, Q., School of Public Policy and Management, Tsinghua University, Beijing, 100084, China; Zhang, N., School of Public Policy and Management, Tsinghua University, Beijing, 100084, China; Zhao, X., School of Public Policy and Management, Tsinghua University, Beijing, 100084, China; Li, F., China Mobile University, Beijing, 102200, China; Guan, X., School of Public Policy and Management, University of Chinese Academy of Sciences, Beijing, 100049, China","Since the 1980s, the development of information and communication technologies (ICTs) has greatly changed people’s modes of production and lifestyle, and it has also had a significant influence on traditional social structures. Microblogs – a type of social media application such as Twitter or Weibo – have served as an important platform for network governance in some local governments in China. This study makes an attempt to answer the following questions: What types of strategies should governments implement on social media platforms during public emergencies? What are the effects of these strategies? Based on the case of the Shifang Incident, which was a large-scale environmental protest that occurred in Shifang, China in 2012, we analyze all the messages posted during the incident on the officialmicroblog of the Shifang government and examine the public feedback by using an online big data analysis tool. In line with the time sequence and the extent of the conflict, we divide the Shifang Incident into three phases: the fermentation period, the confrontation period, and the digestion period. In addition, we classify government strategies on social media into five categories: introducing, appealing, explaining, rumor-refuting, and decisionmaking. The analysis results show that different government strategies are applied to different phases of the incident and that the responses of the public also vary during different periods. © Institute of Information Management, University of St. Gallen 2015.","Big data; Governance strategies; Mass incidents; Microblog; Public emergency; Social media",,Article,"Final","",Scopus,2-s2.0-84978602950
"Dzubaty D.R.","57188757725;","Supporting neonatal intensive care unit parents through social media",2016,"Journal of Perinatal and Neonatal Nursing","30","3",,"214","217",,5,"10.1097/JPN.0000000000000199","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981167198&doi=10.1097%2fJPN.0000000000000199&partnerID=40&md5=abda7cdb77386204f79ce9cd6d0d6630","Department of Nursing, College of New Jersey, PO Box 7718, Ewing, NJ  08628, United States","Dzubaty, D.R., Department of Nursing, College of New Jersey, PO Box 7718, Ewing, NJ  08628, United States","Parents of infants in the neonatal intensive care unit may often find themselves seeking healthcare information from online and social media sources. Social media applications are available to healthcare consumers and their families, as well as healthcare providers, in a variety of formats. Information that parents gather on their own, and information that is explained by providers, is then used when parents make healthcare decisions regarding their infants. Parents also seek support from peers and family while making healthcare decisions. The combination of knowledge obtained and social support given may empower the parent to feel more confident in their decision making. Healthcare professionals can guide parents to credible resources. The exchange of information between providers and parents can occur using a variety of communication methods. Misperceptions can be corrected, support given, open sharing of information occurs, and parent empowerment may result. Copyright © 2016 Wolters Kluwer Health, Inc. All rights reserved.","Empowerment; NICU; Parents; Social media","consensus development; consumer; decision making; doctor patient relation; empowerment; family; health care personnel; human; infant; newborn; newborn intensive care; social media; social support; education; information seeking; neonatal intensive care unit; newborn intensive care; organization and management; parent; psychology; social support; Decision Making; Humans; Information Seeking Behavior; Intensive Care Units, Neonatal; Intensive Care, Neonatal; Parents; Social Media; Social Support",Article,"Final","",Scopus,2-s2.0-84981167198
"Mamlin B.W., Tierney W.M.","6603111372;7103277128;","The Promise of Information and Communication Technology in Healthcare: Extracting Value from the Chaos",2016,"American Journal of the Medical Sciences","351","1",,"59","68",,35,"10.1016/j.amjms.2015.10.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963547349&doi=10.1016%2fj.amjms.2015.10.015&partnerID=40&md5=2b1dcaefe091e01d38fdc5fa149779f6","Regenstrief Institute Inc., Indiana University School of Medicine, 1101 West Tenth Street, Indianapolis, IN  46202, United States","Mamlin, B.W., Regenstrief Institute Inc., Indiana University School of Medicine, 1101 West Tenth Street, Indianapolis, IN  46202, United States; Tierney, W.M., Regenstrief Institute Inc., Indiana University School of Medicine, 1101 West Tenth Street, Indianapolis, IN  46202, United States","Healthcare is an information business with expanding use of information and communication technologies (ICTs). Current ICT tools are immature, but a brighter future looms. We examine 7 areas of ICT in healthcare: electronic health records (EHRs), health information exchange (HIE), patient portals, telemedicine, social media, mobile devices and wearable sensors and monitors, and privacy and security. In each of these areas, we examine the current status and future promise, highlighting how each might reach its promise.Steps to better EHRs include a universal programming interface, universal patient identifiers, improved documentation and improved data analysis. HIEs require federal subsidies for sustainability and support from EHR vendors, targeting seamless sharing of EHR data. Patient portals must bring patients into the EHR with better design and training, greater provider engagement and leveraging HIEs. Telemedicine needs sustainable payment models, clear rules of engagement, quality measures and monitoring. Social media needs consensus on rules of engagement for providers, better data mining tools and approaches to counter disinformation. Mobile and wearable devices benefit from a universal programming interface, improved infrastructure, more rigorous research and integration with EHRs and HIEs. Laws for privacy and security need updating to match current technologies, and data stewards should share information on breaches and standardize best practices.ICT tools are evolving quickly in healthcare and require a rational and well-funded national agenda for development, use and assessment. Copyright © 2016 Southern Society for Clinical Investigation.","Electronic medical records; Health information technologies; Information management; Telemedicine","Article; computer interface; consensus; data mining; electronic medical record; global positioning system; health care; health care management; health care organization; health care system; health hazard; health insurance; health service; human; interpersonal communication; medical documentation; medical informatics; medical information; medical information system; mobile application; mobile phone; patient monitor; patient portal; personal experience; privacy; sensor; social media; teleconsultation; telemedicine; total quality management; wireless communication; confidentiality; electronic health record; medical informatics; procedures; remote sensing; Cell Phones; Confidentiality; Electronic Health Records; Health Information Exchange; Humans; Medical Informatics; Remote Sensing Technology; Social Media; Telemedicine",Article,"Final","",Scopus,2-s2.0-84963547349
"Pignone M., Nostro C., Amato A., Meletti C.","16301820200;6602722084;35894557300;23489509200;","The role of the INGVterremoti blog in information management during the earthquake sequence in Central Italy",2016,"Annals of Geophysics","59","FASTTRACK5",,"","",,2,"10.4401/ag-7261","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012050768&doi=10.4401%2fag-7261&partnerID=40&md5=061a224322ed5d86dd4fe1ee54d701c8","Istituto Nazionale di Geofisica e Vulcanologia, Centro Nazionale Terremoti, Grottaminarda, AV, Italy; Istituto Nazionale di Geofisica e Vulcanologia, Centro Nazionale Terremoti, Rome, Italy; Istituto Nazionale di Geofisica e Vulcanologia, Sezione di Pisa, Pisa, Italy","Pignone, M., Istituto Nazionale di Geofisica e Vulcanologia, Centro Nazionale Terremoti, Grottaminarda, AV, Italy, Istituto Nazionale di Geofisica e Vulcanologia, Centro Nazionale Terremoti, Rome, Italy; Nostro, C., Istituto Nazionale di Geofisica e Vulcanologia, Sezione di Pisa, Pisa, Italy; Amato, A., Istituto Nazionale di Geofisica e Vulcanologia, Sezione di Pisa, Pisa, Italy; Meletti, C.","In this paper, we describes the role of the INGVterremoti blog in information management during the first part of the earthquake sequence in Central Italy (August 24-September 30). In the last four years, we have been working on the INGVterremoti blog in order to provide quick updates on the ongoing seismic activity in Italy and in-depth scientific information. These include articles on specific historical earthquakes, seismic hazard, geological interpretations, source models from different types of data, effects at the surface, and so on. We have delivered information in quasi-real-time also about all the recent magnitude M≥4.0 earthquakes in Italy, as well as on the strongest events that occurred in the Mediterranean and in the world. During the 2016, central Italy earthquake sequence, the INGVterremoti blog has continuously released information with three types of posts: i) updates on the ongoing seismic activity; ii) reports on the activities carried out by the INGV teams in the field and by other working groups; iii) in-depth scientific articles describing some specific analysis and results. All the blog posts have been shared automatically and in real time on the other social media of the INGVterremoti platform, also to counter the bad information, and to fight rumors. These include Facebook, Twitter and the INGVterremoti App on IOS and Android. As well, both the main INGV home page (www.ingv.it) and the INGV earthquake portal (http://terremoti.ingv.it) have published the contents of the blog on dedicated pages that were fed automatically. The work done day by day on the INGVterremoti blog has been coordinated with the INGV Press Office that has written several press releases based on the contents of the blog. Since August 24th, 53 articles were published on the blog, and they have had more than 1.9 million views and 1 million visitors. The peak in the number of views, which was more than 800,000 in a single day, was registered on August 24, 2016, following the M 6.0 earthquake. © 2016, Editrice Compositori s.r.l. All rights reserved.",,"earthquake event; earthquake magnitude; information management; seismic data; seismic hazard; seismic source; social media; Italy",Article,"Final","",Scopus,2-s2.0-85012050768
"Randhawa A.S., Babalola O., Henney Z., Miller M., Nelson T., Oza M., Patel C., Randhawa A.S., Riley J., Snyder S., So S.","57190431243;57188856240;57188846503;57188850915;57188848605;57188845928;57213766449;54880208900;57188855667;57200097928;57188847983;","A Collaborative Assessment Among 11 Pharmaceutical Companies of Misinformation in Commonly Used Online Drug Information Compendia",2016,"Annals of Pharmacotherapy","50","5",,"352","359",,6,"10.1177/1060028016635196","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963854363&doi=10.1177%2f1060028016635196&partnerID=40&md5=9502fa956ce06f4d4faa3a9ef59357ec","Purdue Pharma LP, Stamford, CT, United States; Celgene Corporation, Berkeley Heights, NJ, United States; Cubist Pharmaceuticals Inc, Global Medical Affairs, Lexington, MA, United States; Boehringer Ingelheim, Ridgefield, CT, United States; Janssen Scientific Affairs, LLC, Raritan, NJ, United States; Sanofi US, Bridgewater, NJ, United States; Novo Nordisk Inc, Plainsboro, NJ, United States; Pfizer Inc, Collegeville, PA, United States; AbbVie, North Chicago, IL, United States","Randhawa, A.S., Purdue Pharma LP, Stamford, CT, United States; Babalola, O., Celgene Corporation, Berkeley Heights, NJ, United States; Henney, Z., Cubist Pharmaceuticals Inc, Global Medical Affairs, Lexington, MA, United States; Miller, M., Boehringer Ingelheim, Ridgefield, CT, United States; Nelson, T., Janssen Scientific Affairs, LLC, Raritan, NJ, United States; Oza, M., Sanofi US, Bridgewater, NJ, United States; Patel, C., Novo Nordisk Inc, Plainsboro, NJ, United States; Randhawa, A.S., Cubist Pharmaceuticals Inc, Global Medical Affairs, Lexington, MA, United States; Riley, J., Pfizer Inc, Collegeville, PA, United States; Snyder, S., AbbVie, North Chicago, IL, United States; So, S., Novo Nordisk Inc, Plainsboro, NJ, United States","Background: Online drug information compendia (ODIC) are valuable tools that health care professionals (HCPs) and consumers use to educate themselves on pharmaceutical products. Research suggests that these resources, although informative and easily accessible, may contain misinformation, posing risk for product misuse and patient harm. Objective: Evaluate drug summaries within ODIC for accuracy and completeness and identify product-specific misinformation. Methods: Between August 2014 and January 2015, medical information (MI) specialists from 11 pharmaceutical/biotechnology companies systematically evaluated 270 drug summaries within 5 commonly used ODIC for misinformation. Using a standardized approach, errors were identified; classified as inaccurate, incomplete, or omitted; and categorized per sections of the Full Prescribing Information (FPI). On review of each drug summary, content-correction requests were proposed and supported by the respective product’s FPI. Results: Across the 270 drug summaries reviewed within the 5 compendia, the median of the total number of errors identified was 782, with the greatest number of errors occurring in the categories of Dosage and Administration, Patient Education, and Warnings and Precautions. The majority of errors were classified as incomplete, followed by inaccurate and omitted. Conclusion: This analysis demonstrates that ODIC may contain misinformation. HCPs and consumers should be aware of the potential for misinformation and consider more than 1 drug information resource, including the FPI and Medication Guide as well as pharmaceutical/biotechnology companies’ MI departments, to obtain unbiased, accurate, and complete product-specific drug information to help support the safe and effective use of prescription drug products. © 2016, © The Author(s) 2016.","drug information; drug safety; electronic information; internet; medication safety","accuracy; Article; drug industry; drug information; information system; Internet; medication error; online drug information compendia; patient safety; priority journal; drug industry; factual database; human; Internet; medical literature; prescription drug; Databases, Factual; Drug Industry; Humans; Internet; Pharmacopoeias as Topic; Prescription Drugs",Article,"Final","",Scopus,2-s2.0-84963854363
"Ragunathan P., Logashanmugam E.","57192081961;19934110800;","Design and fabrication of low cost eddy current sensor for position control applications",2016,"Indian Journal of Science and Technology","9","42", 104645,"","",,2,"10.17485/ijst/2016/v9i42/104645","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996921124&doi=10.17485%2fijst%2f2016%2fv9i42%2f104645&partnerID=40&md5=2297b8d440265a4a3fc77e000c36ea55","Sathyabama University, Jeppiar Nagar, Rajiv Gandhi Salai, Chennai, Tamil Nadu, 600119, India","Ragunathan, P., Sathyabama University, Jeppiar Nagar, Rajiv Gandhi Salai, Chennai, Tamil Nadu, 600119, India; Logashanmugam, E., Sathyabama University, Jeppiar Nagar, Rajiv Gandhi Salai, Chennai, Tamil Nadu, 600119, India","Background/Objectives: Eddy current sensors are noncontact displacement sensors of high resolution providing measurement of the absolute position or change in position of any electrically conductive target. They are most suitable in dusty, smoky, dirty industrial environments where most other sensors would fail. This paper presents a design method and fabrication of a low cost eddy current sensor used in real time servo-control feed-back in Active magnetic Bearing. Method/Statistical Analysis: The primary functional piece of the eddy-current sensor is the sensing coil. This is a coil of wire near the end of the sensor probe. This piece of coil forms a part of an oscillator circuit there by carrying an alternating current through it which creates an alternating magnetic field. This field creates an eddy-current to flow on the target material whose distance is to be measured. This variation in field is used to sense the distance to the target. The coil is encapsulated in plastic and epoxy and housed in threaded stainless steel housing. Findings: The designed sensor has a measuring range of 0-3 mm and displacement resolution of 7 microns at a speed of 20 kHz sampling rate. This sensor was designed for the purpose of servo control feed-back in Active Magnetic Bearing System for position control. In this feedback control system we have employed a novel method of using time to digital conversion which converts the time period of the eddy current sensor's square wave signal into digital counts using the 32bit timer counter of the enhanced capture module available in Texas Instruments C2000 controller. The digital counts give us the direct displacement value that can be used as feedback to generate the required error signal in the PID control loop. Application: The output frequency of the sensor is in the range of 700 kHz. We scale down this signal to 20 KHz by using the built-in divide by counter in the C2000 controller before feeding it to the capture module to capture the time period in a 32bit timer counter. This method of time period to digital count converter or displacement measurement helps reduce noise and errors in signal processing usually associated with ADC chips which converts analog voltage signal to digital counts.","Active magnetic bearings; Eddy current; Position control; Servo control",,Article,"Final","",Scopus,2-s2.0-84996921124
"Boso G., Buttafava M., Villa F., Tosi A.","50360958400;56532092400;35937471600;35499994500;","Low-Cost and Compact Single-Photon Counter Based on a CMOS SPAD Smart Pixel",2015,"IEEE Photonics Technology Letters","27","23", 7230241,"2504","2507",,8,"10.1109/LPT.2015.2472596","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959449489&doi=10.1109%2fLPT.2015.2472596&partnerID=40&md5=09e406b29ed309eb9eab42c974d455af","Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milan, 20133, Italy; Group of Applied Physics, University of Geneva, Geneva, CH-1211, Switzerland","Boso, G., Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milan, 20133, Italy, Group of Applied Physics, University of Geneva, Geneva, CH-1211, Switzerland; Buttafava, M., Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milan, 20133, Italy; Villa, F., Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milan, 20133, Italy; Tosi, A., Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milan, 20133, Italy","We present a single-photon counter based on a silicon single-photon avalanche diode (SPAD) fabricated in a 0.35-μm CMOS technology. The detector is monolithically integrated with a front-end circuit and a digital pulse output driver. External components are kept to a minimum, and the resulting instrument is low-cost, low-power, and compact, being housed into an industry-standard 1-in aluminum optical mounting tube. It features a maximum power consumption of just 250 mW from a USB link. The embedded 50-μm-diameter SPAD has high photon detection efficiency in the visible range (55% at 420 nm), low noise (<100 Hz at room temperature), low timing jitter (<100-ps full-width at half-maximum), and very low afterpulsing probability (down to 1% with 60-ns hold-off time). The high performance, compactness, and low cost enable many unexplored applications in life sciences, personal health care, industrial quality check, quantum physics and others, where it is required to count single photons and to measure their arrival time. © 2014 IEEE.","near-infrared detector; photodetector; photon counting; single-photon avalanche diode; SPAD","Avalanche diodes; CMOS integrated circuits; Costs; Infrared devices; Monolithic integrated circuits; Photodetectors; Photons; Timing jitter; Monolithically integrated; Near infrared detector; Personal health care; Photon counting; Photon detection efficiency; Single photon avalanche diode; Single-photon counters; SPAD; Particle beams",Article,"Final","",Scopus,2-s2.0-84959449489
